exercise,sets,reps,weight,date,rpe,rir,logged_at,actual_next_weight
Seated Shoulder  Press (Barbell),3,8,225.0,2017-02-02,,,2017-02-02T21:06:41,230.0
Weighted dips,2,9,115.0,2017-02-02,,,2017-02-02T21:06:41,0.0
Leg press (hinge ),3,10,450.0,2017-02-04,,,2017-02-04T19:03:35,360.0
Squat (Barbell),3,6,275.0,2017-02-04,,,2017-02-04T19:03:35,295.0
Bicep Curl (Barbell),3,10,90.0,2017-02-07,,,2017-02-07T08:52:17,100.0
Chin Up,3,10,60.0,2017-02-07,,,2017-02-07T08:52:17,77.5
Hammer seated row (CLOSE GRIP),3,10,205.0,2017-02-07,,,2017-02-07T08:52:17,210.0
Rear delt fly,2,12,115.0,2017-02-07,,,2017-02-07T08:52:17,120.0
Squat (Barbell),2,6,295.0,2017-02-08,,,2017-02-08T07:17:51,275.0
Bench Press (Barbell),2,6,275.0,2017-02-10,,,2017-02-10T15:18:03,280.0
Lateral Raise (Dumbbells),2,10,60.0,2017-02-10,,,2017-02-10T15:18:03,60.0
Seated Shoulder  Press (Barbell),3,6,230.0,2017-02-10,,,2017-02-10T15:18:03,225.0
Weighted dips,2,10,0.0,2017-02-10,,,2017-02-10T15:18:03,90.0
Bicep Curl (Barbell),2,12,100.0,2017-02-11,,,2017-02-11T14:33:10,95.0
Chin Up,1,6,77.5,2017-02-11,,,2017-02-11T14:33:10,80.0
Deadlift (Barbell),1,6,295.0,2017-02-11,,,2017-02-11T14:33:10,205.0
Hammer seated row (CLOSE GRIP),3,10,210.0,2017-02-11,,,2017-02-11T14:33:10,210.0
Neutral Chin,2,10,35.0,2017-02-11,,,2017-02-11T14:33:10,37.5
Incline Bench Press (Barbell),3,8,230.0,2017-02-14,,,2017-02-14T20:59:03,235.0
Squat (Barbell),3,6,275.0,2017-02-15,,,2017-02-15T22:11:14,315.0
Chin Up,1,6,80.0,2017-02-16,,,2017-02-16T12:06:00,60.0
Deadlift (Barbell),1,5,205.0,2017-02-16,,,2017-02-16T12:06:00,235.0
Hammer seated row (CLOSE GRIP),3,10,210.0,2017-02-16,,,2017-02-16T12:06:00,210.0
Neutral Chin,2,12,37.5,2017-02-16,,,2017-02-16T12:06:00,40.0
Bench Press (Barbell),1,5,280.0,2017-02-18,,,2017-02-18T12:17:42,290.0
Incline Bench Press (Barbell),2,8,235.0,2017-02-18,,,2017-02-18T12:17:42,240.0
Leg press (hinge ),8,10,360.0,2017-02-19,,,2017-02-19T10:59:10,450.0
Squat (Barbell),6,6,315.0,2017-02-19,,,2017-02-19T10:59:10,205.0
Chin Up,3,10,60.0,2017-02-21,,,2017-02-21T21:05:28,80.0
Hammer Curl (Dumbbell ),3,12,70.0,2017-02-21,,,2017-02-21T21:05:28,60.0
Hammer seated row (CLOSE GRIP),3,12,210.0,2017-02-21,,,2017-02-21T21:05:28,190.0
Neutral Chin,3,10,40.0,2017-02-21,,,2017-02-21T21:05:28,20.0
Rear delt fly,1,15,120.0,2017-02-21,,,2017-02-21T21:05:28,135.0
Seated Shoulder  Press (Barbell),2,6,225.0,2017-02-22,,,2017-02-22T16:51:05,225.0
Weighted dips,2,10,90.0,2017-02-22,,,2017-02-22T16:51:05,90.0
Leg press (hinge ),3,12,450.0,2017-02-25,,,2017-02-25T15:30:23,500.0
Squat (Barbell),2,6,205.0,2017-02-25,,,2017-02-25T15:30:23,315.0
Chin Up,2,6,80.0,2017-02-27,,,2017-02-27T07:26:38,60.0
Hammer seated row (CLOSE GRIP),4,12,190.0,2017-02-27,,,2017-02-27T07:26:38,215.0
Rear delt fly,2,12,135.0,2017-02-27,,,2017-02-27T07:26:38,145.0
T-bar Row,2,10,100.0,2017-02-27,,,2017-02-27T07:26:38,115.0
Incline Bench Press (Barbell),6,8,240.0,2017-03-02,,,2017-03-02T21:41:27,240.0
Overhead Press (Dumbbell),6,10,140.0,2017-03-02,,,2017-03-02T21:41:27,90.0
Weighted dips,4,10,90.0,2017-03-02,,,2017-03-02T21:41:27,115.0
Bench Press (Barbell),1,4,290.0,2017-03-07,,,2017-03-07T06:38:00,285.0
Seated Shoulder  Press (Barbell),3,7,225.0,2017-03-07,,,2017-03-07T06:38:00,225.0
Chin Up,2,10,60.0,2017-03-08,,,2017-03-08T06:23:04,70.0
Hammer seated row (CLOSE GRIP),5,10,215.0,2017-03-08,,,2017-03-08T06:23:04,220.0
Leg press (hinge ),4,10,500.0,2017-03-10,,,2017-03-10T15:23:27,360.0
Squat (Barbell),2,6,315.0,2017-03-10,,,2017-03-10T15:23:27,315.0
Incline Bench Press (Barbell),3,8,240.0,2017-03-11,,,2017-03-11T12:56:33,235.0
Weighted dips,2,10,115.0,2017-03-11,,,2017-03-11T12:56:33,105.0
Chin Up,4,7,70.0,2017-03-12,,,2017-03-12T12:42:34,0.0
Chin Up,6,10,0.0,2017-03-16,,,2017-03-16T09:04:48,62.5
Leg curl,3,12,140.0,2017-03-18,,,2017-03-18T09:05:26,145.0
Squat (Barbell),3,6,315.0,2017-03-18,,,2017-03-18T09:05:26,330.0
Bench Press (Barbell),1,5,285.0,2017-03-19,,,2017-03-19T06:19:29,290.0
Incline Bench Press (Barbell),3,8,235.0,2017-03-19,,,2017-03-19T06:19:29,237.5
Chin Up,3,10,62.5,2017-03-21,,,2017-03-21T20:19:48,60.0
Hammer Curl (Dumbbell ),3,15,60.0,2017-03-21,,,2017-03-21T20:19:48,60.0
Hammer seated row (CLOSE GRIP),3,10,220.0,2017-03-21,,,2017-03-21T20:19:48,235.0
Rear delt fly,2,12,145.0,2017-03-21,,,2017-03-21T20:19:48,145.0
Chin Up,2,10,60.0,2017-03-25,,,2017-03-25T14:52:18,50.0
Hammer seated row (CLOSE GRIP),3,8,235.0,2017-03-25,,,2017-03-25T14:52:18,230.0
Rear delt fly,2,10,145.0,2017-03-25,,,2017-03-25T14:52:18,85.0
Bench Press (Barbell),1,5,290.0,2017-03-27,,,2017-03-27T20:43:26,280.0
Incline Bench Press (Barbell),3,8,237.5,2017-03-27,,,2017-03-27T20:43:26,225.0
Lateral Raise (Dumbbells),2,13,60.0,2017-03-27,,,2017-03-27T20:43:26,20.0
Squat (Barbell),2,6,330.0,2017-04-02,,,2017-04-02T10:30:48,335.0
Incline Bench Press (Barbell),2,9,225.0,2017-04-05,,,2017-04-05T00:38:48,235.0
Overhead Press (Dumbbell),2,8,90.0,2017-04-05,,,2017-04-05T00:38:48,130.0
Incline Bench Press (Barbell),3,8,235.0,2017-04-07,,,2017-04-07T12:16:04,237.5
Bicep Curl (Barbell),2,10,95.0,2017-04-09,,,2017-04-09T19:16:18,65.0
Chin Up,4,10,50.0,2017-04-09,,,2017-04-09T19:16:18,60.0
Hammer seated row (CLOSE GRIP),2,12,230.0,2017-04-09,,,2017-04-09T19:16:18,250.0
Lat Pulldown,2,10,170.0,2017-04-09,,,2017-04-09T19:16:18,190.0
Rear delt fly,3,12,85.0,2017-04-09,,,2017-04-09T19:16:18,100.0
Bench Press (Barbell),1,7,280.0,2017-04-12,,,2017-04-12T22:01:51,255.0
Seated Shoulder  Press (Barbell),2,8,225.0,2017-04-12,,,2017-04-12T22:01:51,225.0
Chin Up,3,10,60.0,2017-04-13,,,2017-04-13T15:14:59,0.0
Hammer seated row (CLOSE GRIP),4,10,250.0,2017-04-13,,,2017-04-13T15:14:59,210.0
Incline Bench Press (Barbell),2,8,237.5,2017-04-16,,,2017-04-16T15:15:15,240.0
Weighted dips,2,10,105.0,2017-04-16,,,2017-04-16T15:15:15,105.0
Leg curl,2,12,145.0,2017-04-18,,,2017-04-18T08:30:12,145.0
Leg press (hinge ),2,10,360.0,2017-04-18,,,2017-04-18T08:30:12,520.0
Squat (Barbell),2,6,335.0,2017-04-18,,,2017-04-18T08:30:12,295.0
Seated Shoulder  Press (Barbell),3,8,225.0,2017-04-21,,,2017-04-21T11:51:57,205.0
Weighted dips,3,10,105.0,2017-04-21,,,2017-04-21T11:51:57,70.0
Leg curl,3,10,145.0,2017-04-23,,,2017-04-23T16:23:07,130.0
Squat (Barbell),2,8,295.0,2017-04-23,,,2017-04-23T16:23:07,275.0
Bench Press (Barbell),2,8,255.0,2017-04-27,,,2017-04-27T12:29:06,280.0
Incline Bench Press (Barbell),2,8,240.0,2017-04-27,,,2017-04-27T12:29:06,235.0
Seated Shoulder  Press (Barbell),3,10,205.0,2017-05-03,,,2017-05-03T20:07:57,225.0
Weighted dips,3,10,70.0,2017-05-03,,,2017-05-03T20:07:57,0.0
Chin Up,5,12,0.0,2017-05-04,,,2017-05-04T15:26:50,35.0
Seated Cable Row (close Grip),2,10,210.0,2017-05-04,,,2017-05-04T15:26:50,180.0
Leg outward fly,3,12,120.0,2017-05-06,,,2017-05-06T11:41:46,120.0
Romanian Deadlift (Barbell),2,8,185.0,2017-05-06,,,2017-05-06T11:41:46,225.0
Squat (Barbell),2,7,275.0,2017-05-06,,,2017-05-06T11:41:46,135.0
Incline Bench Press (Barbell),2,8,235.0,2017-05-07,,,2017-05-07T12:55:29,235.0
Incline Press (Dumbbell),2,11,180.0,2017-05-07,,,2017-05-07T12:55:29,190.0
Lateral Raise (Dumbbells),2,15,20.0,2017-05-07,,,2017-05-07T12:55:29,50.0
Weighted dips,2,10,0.0,2017-05-07,,,2017-05-07T12:55:29,105.0
Good Morning (Barbell),2,8,205.0,2017-05-10,,,2017-05-10T21:21:37,100.0
Leg outward fly,3,12,120.0,2017-05-10,,,2017-05-10T21:21:37,140.0
Squat (Barbell),2,6,135.0,2017-05-10,,,2017-05-10T21:21:37,315.0
Lateral Raise (Dumbbells),3,12,50.0,2017-05-12,,,2017-05-12T10:54:08,40.0
Seated Shoulder  Press (Barbell),3,8,225.0,2017-05-12,,,2017-05-12T10:54:08,225.0
Weighted dips,4,10,105.0,2017-05-12,,,2017-05-12T10:54:08,45.0
Bent Over Row (Dumbbell),3,10,180.0,2017-05-14,,,2017-05-14T11:20:36,100.0
Bicep Curl (Barbell),1,10,65.0,2017-05-14,,,2017-05-14T11:20:36,80.0
Chin Up,3,10,35.0,2017-05-14,,,2017-05-14T11:20:36,40.0
Seated Cable Row (close Grip),3,12,180.0,2017-05-14,,,2017-05-14T11:20:36,170.0
Squat (Barbell),2,7,315.0,2017-05-15,,,2017-05-15T18:02:56,320.0
Bench Press (Barbell),1,7,280.0,2017-05-16,,,2017-05-16T22:54:45,225.0
Incline Bench Press (Barbell),3,8,235.0,2017-05-16,,,2017-05-16T22:54:45,230.0
Weighted dips,1,6,45.0,2017-05-16,,,2017-05-16T22:54:45,115.0
Lateral Raise (Dumbbells),4,10,40.0,2017-05-21,,,2017-05-21T12:14:15,40.0
Seated Shoulder  Press (Barbell),6,8,225.0,2017-05-21,,,2017-05-21T12:14:15,225.0
Shoulder Press (Standing),4,10,70.0,2017-05-21,,,2017-05-21T12:14:15,85.0
Weighted dips,4,8,115.0,2017-05-21,,,2017-05-21T12:14:15,115.0
Bent Over Row (Dumbbell),4,12,100.0,2017-05-23,,,2017-05-23T21:03:11,90.0
Chin Up,3,12,40.0,2017-05-23,,,2017-05-23T21:03:11,60.0
Hammer Curl (Dumbbell ),1,10,60.0,2017-05-23,,,2017-05-23T21:03:11,70.0
Pull Up,1,8,0.0,2017-05-23,,,2017-05-23T21:03:11,0.0
Leg outward fly,2,10,140.0,2017-05-30,,,2017-05-30T21:15:03,150.0
Romanian Deadlift (Barbell),3,6,225.0,2017-05-30,,,2017-05-30T21:15:03,235.0
Squat (Barbell),2,6,320.0,2017-05-30,,,2017-05-30T21:15:03,245.0
Seated Shoulder  Press (Barbell),3,8,225.0,2017-05-31,,,2017-05-31T19:40:23,230.0
Weighted dips,3,10,115.0,2017-05-31,,,2017-05-31T19:40:23,110.0
Deadlift (Barbell),2,6,235.0,2017-06-03,,,2017-06-03T13:21:47,225.0
Romanian Deadlift (Barbell),2,8,235.0,2017-06-03,,,2017-06-03T13:21:47,215.0
Squat (Barbell),2,8,245.0,2017-06-03,,,2017-06-03T13:21:47,345.0
Incline Bench Press (Barbell),2,8,230.0,2017-06-04,,,2017-06-04T00:50:32,185.0
Incline Press (Dumbbell),2,9,190.0,2017-06-04,,,2017-06-04T00:50:32,180.0
Shoulder Press (Standing),2,10,85.0,2017-06-04,,,2017-06-04T00:50:32,75.0
Bicep Curl (Barbell),2,10,80.0,2017-06-05,,,2017-06-05T19:50:48,95.0
Chin Up,3,10,60.0,2017-06-05,,,2017-06-05T19:50:48,50.0
Hammer seated row (CLOSE GRIP),2,8,210.0,2017-06-05,,,2017-06-05T19:50:48,200.0
Bicep Curl (Barbell),1,10,95.0,2017-07-17,,,2017-07-17T13:29:23,95.0
Chin Up,3,10,50.0,2017-07-17,,,2017-07-17T13:29:23,50.0
Seated Cable Row (close Grip),3,10,170.0,2017-07-17,,,2017-07-17T13:29:23,170.0
Incline Bench Press (Barbell),2,5,185.0,2017-07-20,,,2017-07-20T21:58:46,230.0
Incline Press (Dumbbell),3,10,180.0,2017-07-20,,,2017-07-20T21:58:46,180.0
Rope Never Ending,1,0,450.0,2017-07-20,,,2017-07-20T21:58:46,1000.0
Lateral Raise (Dumbbells),2,12,40.0,2017-07-24,,,2017-07-24T12:48:01,40.0
Rope Never Ending,1,5,1000.0,2017-07-24,,,2017-07-24T12:48:01,1100.0
Seated Shoulder  Press (Barbell),3,8,230.0,2017-07-24,,,2017-07-24T12:48:01,235.0
Shoulder Press (Standing),1,10,75.0,2017-07-24,,,2017-07-24T12:48:01,90.0
Weighted dips,3,10,110.0,2017-07-24,,,2017-07-24T12:48:01,72.0
Incline Bench Press (Barbell),2,9,230.0,2017-07-28,,,2017-07-28T22:34:27,255.0
Lateral Raise (Dumbbells),2,15,40.0,2017-07-28,,,2017-07-28T22:34:27,50.0
Shoulder Press (Standing),2,10,90.0,2017-07-28,,,2017-07-28T22:34:27,125.0
Weighted dips,3,12,72.0,2017-07-28,,,2017-07-28T22:34:27,123.2
Bent Over Row (Dumbbell),3,10,90.0,2017-07-29,,,2017-07-29T20:19:26,90.0
Chin Up,3,9,50.0,2017-07-29,,,2017-07-29T20:19:26,40.0
Hammer Curl (Dumbbell ),2,10,70.0,2017-07-29,,,2017-07-29T20:19:26,80.0
Pull Up,2,10,0.0,2017-07-29,,,2017-07-29T20:19:26,10.0
Deadlift (Barbell),2,5,225.0,2017-07-30,,,2017-07-30T22:07:52,345.0
Leg curl,1,10,130.0,2017-07-30,,,2017-07-30T22:07:52,140.0
Leg outward fly,3,12,150.0,2017-07-30,,,2017-07-30T22:07:52,150.0
Squat (Barbell),1,6,345.0,2017-07-30,,,2017-07-30T22:07:52,345.0
Seated Shoulder  Press (Barbell),4,7,235.0,2017-08-01,,,2017-08-01T22:27:44,240.0
Shoulder Press (Standing),1,6,125.0,2017-08-01,,,2017-08-01T22:27:44,135.0
Weighted dips,4,8,123.2,2017-08-01,,,2017-08-01T22:27:44,70.5
Bicep Curl (Barbell),3,9,95.0,2017-08-02,,,2017-08-02T19:31:57,95.0
Chin Up,3,10,40.0,2017-08-02,,,2017-08-02T19:31:57,45.0
Face pull,1,10,90.0,2017-08-02,,,2017-08-02T19:31:57,100.0
Hammer seated row (CLOSE GRIP),2,12,200.0,2017-08-02,,,2017-08-02T19:31:57,210.0
Incline Bench Press (Barbell),2,5,255.0,2017-08-05,,,2017-08-05T14:59:00,257.5
Incline Press (Dumbbell),2,10,180.0,2017-08-05,,,2017-08-05T14:59:00,180.0
Leg press (hinge ),3,12,520.0,2017-08-06,,,2017-08-06T20:13:19,360.0
Squat (Barbell),2,5,345.0,2017-08-06,,,2017-08-06T20:13:19,355.0
Bicep Curl (Barbell),2,10,95.0,2017-08-07,,,2017-08-07T22:47:36,100.0
Chin Up,2,10,45.0,2017-08-07,,,2017-08-07T22:47:36,50.0
Neutral Chin,2,8,20.0,2017-08-07,,,2017-08-07T22:47:36,25.0
Rear delt fly,3,12,100.0,2017-08-07,,,2017-08-07T22:47:36,110.0
Seated Cable Row (close Grip),2,10,170.0,2017-08-07,,,2017-08-07T22:47:36,180.0
Seated Shoulder  Press (Barbell),2,8,240.0,2017-08-09,,,2017-08-09T21:16:36,240.0
Shoulder Press (Standing),2,6,135.0,2017-08-09,,,2017-08-09T21:16:36,95.0
Weighted dips,4,10,70.5,2017-08-09,,,2017-08-09T21:16:36,0.0
Deadlift (Barbell),1,5,345.0,2017-08-11,,,2017-08-11T23:16:08,375.0
Leg outward fly,3,12,150.0,2017-08-11,,,2017-08-11T23:16:08,160.0
Leg press (hinge ),2,12,360.0,2017-08-11,,,2017-08-11T23:16:08,540.0
Squat (Barbell),2,6,355.0,2017-08-11,,,2017-08-11T23:16:08,280.0
Bent Over Row (Dumbbell),1,10,90.0,2017-08-13,,,2017-08-13T14:23:34,95.0
Bicep Curl (Barbell),3,8,100.0,2017-08-13,,,2017-08-13T14:23:34,100.0
Chin Up,3,8,50.0,2017-08-13,,,2017-08-13T14:23:34,50.0
Face pull,3,10,100.0,2017-08-13,,,2017-08-13T14:23:34,30.0
Pull Up,1,8,10.0,2017-08-13,,,2017-08-13T14:23:34,12.5
Seated Cable Row (close Grip),2,10,180.0,2017-08-13,,,2017-08-13T14:23:34,190.0
Incline Bench Press (Barbell),4,5,257.5,2017-08-14,,,2017-08-14T11:07:27,225.0
Incline Press (Dumbbell),4,10,180.0,2017-08-14,,,2017-08-14T11:07:27,170.0
Weighted dips,4,12,0.0,2017-08-14,,,2017-08-14T11:07:27,107.0
Chin Up,4,8,50.0,2017-08-17,,,2017-08-17T23:57:04,52.5
Seated Cable Row (close Grip),3,8,190.0,2017-08-17,,,2017-08-17T23:57:04,190.0
Seated Shoulder  Press (Barbell),3,6,240.0,2017-08-18,,,2017-08-18T21:20:37,235.0
Weighted dips,2,10,107.0,2017-08-18,,,2017-08-18T21:20:37,101.5
Deadlift (Barbell),2,5,375.0,2017-08-19,,,2017-08-19T16:49:58,325.0
Squat (Barbell),3,6,280.0,2017-08-19,,,2017-08-19T16:49:58,315.0
Bent Over Row (Dumbbell),1,10,95.0,2017-08-21,,,2017-08-21T19:15:32,100.0
Chin Up,3,9,52.5,2017-08-21,,,2017-08-21T19:15:32,55.0
Pull Up,2,10,12.5,2017-08-21,,,2017-08-21T19:15:32,12.5
Seated Shoulder  Press (Barbell),2,8,235.0,2017-08-22,,,2017-08-22T20:19:36,235.0
Shoulder Press (Standing),2,8,95.0,2017-08-22,,,2017-08-22T20:19:36,65.0
Weighted dips,3,8,101.5,2017-08-22,,,2017-08-22T20:19:36,0.0
Leg press (hinge ),2,10,540.0,2017-08-25,,,2017-08-25T18:09:58,510.0
Squat (Barbell),2,6,315.0,2017-08-25,,,2017-08-25T18:09:58,315.0
Bent Over Row (Dumbbell),2,10,100.0,2017-08-26,,,2017-08-26T13:07:44,100.0
Bicep Curl (Barbell),3,8,100.0,2017-08-26,,,2017-08-26T13:07:44,100.0
Chin Up,4,9,55.0,2017-08-26,,,2017-08-26T13:07:44,0.0
Hammer seated row (CLOSE GRIP),2,10,210.0,2017-08-26,,,2017-08-26T13:07:44,215.0
Incline Bench Press (Barbell),2,8,225.0,2017-08-27,,,2017-08-27T18:48:13,230.0
Incline Press (Dumbbell),3,10,170.0,2017-08-27,,,2017-08-27T18:48:13,190.0
Weighted dips,1,10,0.0,2017-08-27,,,2017-08-27T18:48:13,0.0
Leg outward fly,3,12,160.0,2017-08-30,,,2017-08-30T19:34:41,160.0
Squat (Barbell),3,6,315.0,2017-08-30,,,2017-08-30T19:34:41,330.0
Chin Up,4,15,0.0,2017-08-31,,,2017-08-31T17:53:15,45.0
Hammer Curl (Dumbbell ),3,12,80.0,2017-08-31,,,2017-08-31T17:53:15,80.0
Hammer seated row (CLOSE GRIP),3,11,215.0,2017-08-31,,,2017-08-31T17:53:15,220.0
Seated Cable Row (close Grip),3,10,190.0,2017-08-31,,,2017-08-31T17:53:15,160.0
Bench Press (Barbell),2,8,225.0,2017-09-01,,,2017-09-01T18:24:39,250.0
Lateral Raise (Dumbbells),2,8,50.0,2017-09-01,,,2017-09-01T18:24:39,40.0
Seated Shoulder  Press (Barbell),2,6,235.0,2017-09-01,,,2017-09-01T18:24:39,230.0
Bent Over Row (Dumbbell),2,10,100.0,2017-09-03,,,2017-09-03T13:38:41,100.0
Chin Up,3,10,45.0,2017-09-03,,,2017-09-03T13:38:41,52.5
Hammer Curl (Dumbbell ),2,10,80.0,2017-09-03,,,2017-09-03T13:38:41,60.0
Lat Pulldown,1,8,190.0,2017-09-03,,,2017-09-03T13:38:41,170.0
Seated Cable Row (close Grip),2,10,160.0,2017-09-03,,,2017-09-03T13:38:41,175.0
Deadlift (Barbell),4,5,325.0,2017-09-04,,,2017-09-04T16:17:35,315.0
Good Morning (Barbell),6,12,100.0,2017-09-04,,,2017-09-04T16:17:35,100.0
Leg press (hinge ),4,9,510.0,2017-09-04,,,2017-09-04T16:17:35,520.0
Squat (Barbell),2,6,330.0,2017-09-04,,,2017-09-04T16:17:35,325.0
Incline Bench Press (Barbell),3,8,230.0,2017-09-05,,,2017-09-05T20:52:32,235.0
Incline Press (Dumbbell),2,8,190.0,2017-09-05,,,2017-09-05T20:52:32,170.0
Tricep pushdown,2,10,160.0,2017-09-05,,,2017-09-05T20:52:32,140.0
Weighted dips,2,10,0.0,2017-09-05,,,2017-09-05T20:52:32,0.0
Bent Over Row (Dumbbell),2,10,100.0,2017-09-08,,,2017-09-08T18:09:53,100.0
Bicep Curl (Barbell),2,10,100.0,2017-09-08,,,2017-09-08T18:09:53,90.0
Chin Up,3,10,52.5,2017-09-08,,,2017-09-08T18:09:53,55.0
Hammer seated row (CLOSE GRIP),2,13,220.0,2017-09-08,,,2017-09-08T18:09:53,230.0
Deadlift - Trap Bar,2,6,325.0,2017-09-09,,,2017-09-09T11:57:53,225.0
Leg outward fly,2,12,160.0,2017-09-09,,,2017-09-09T11:57:53,140.0
Squat (Barbell),3,5,325.0,2017-09-09,,,2017-09-09T11:57:53,335.0
Bench Press (Barbell),2,6,250.0,2017-09-10,,,2017-09-10T17:59:56,185.0
Overhead Press (Dumbbell),1,12,130.0,2017-09-10,,,2017-09-10T17:59:56,120.0
Seated Shoulder  Press (Barbell),3,8,230.0,2017-09-10,,,2017-09-10T17:59:56,235.0
Shoulder Press (Standing),2,12,65.0,2017-09-10,,,2017-09-10T17:59:56,110.0
Bicep Curl (Barbell),3,12,90.0,2017-09-12,,,2017-09-12T20:17:20,100.0
Chin Up,2,9,55.0,2017-09-12,,,2017-09-12T20:17:20,0.0
Hammer Curl (Dumbbell ),1,12,60.0,2017-09-12,,,2017-09-12T20:17:20,70.0
Hammer seated row (CLOSE GRIP),3,12,230.0,2017-09-12,,,2017-09-12T20:17:20,230.0
Lat Pulldown,2,10,170.0,2017-09-12,,,2017-09-12T20:17:20,150.0
Deadlift (Barbell),1,5,315.0,2017-09-13,,,2017-09-13T20:38:36,225.0
Glute extension.,2,12,115.0,2017-09-13,,,2017-09-13T20:38:36,130.0
Good Morning (Barbell),2,12,100.0,2017-09-13,,,2017-09-13T20:38:36,115.0
Leg outward fly,2,12,140.0,2017-09-13,,,2017-09-13T20:38:36,150.0
Leg press (hinge ),2,12,520.0,2017-09-13,,,2017-09-13T20:38:36,540.0
Squat (Barbell),2,6,335.0,2017-09-13,,,2017-09-13T20:38:36,185.0
Bench Press (Barbell),2,8,185.0,2017-09-15,,,2017-09-15T00:13:35,260.0
Incline Bench Press (Barbell),3,8,235.0,2017-09-15,,,2017-09-15T00:13:35,240.0
Bicep Curl (Barbell),2,8,100.0,2017-09-16,,,2017-09-16T12:52:48,100.0
Chin Up,5,12,0.0,2017-09-16,,,2017-09-16T12:52:48,55.0
Hammer seated row (CLOSE GRIP),3,12,230.0,2017-09-16,,,2017-09-16T12:52:48,230.0
Seated Cable Row (close Grip),2,12,175.0,2017-09-16,,,2017-09-16T12:52:48,190.0
Squat (Barbell),2,5,185.0,2017-09-17,,,2017-09-17T14:07:44,325.0
Bench Press (Barbell),1,7,260.0,2017-09-18,,,2017-09-18T21:39:00,260.0
Seated Shoulder  Press (Barbell),3,7,235.0,2017-09-18,,,2017-09-18T21:39:00,190.0
Chin Up,4,10,55.0,2017-09-20,,,2017-09-20T19:46:03,37.5
Hammer seated row (CLOSE GRIP),5,12,230.0,2017-09-20,,,2017-09-20T19:46:03,230.0
Good Morning (Barbell),2,12,115.0,2017-09-22,,,2017-09-22T18:32:43,115.0
Leg curl,4,10,140.0,2017-09-22,,,2017-09-22T18:32:43,120.0
Squat (Barbell),4,5,325.0,2017-09-22,,,2017-09-22T18:32:43,330.0
Incline Bench Press (Barbell),2,7,240.0,2017-09-23,,,2017-09-23T12:26:10,235.0
Weighted dips,4,10,0.0,2017-09-23,,,2017-09-23T12:26:10,0.0
Bicep Curl (Barbell),3,11,100.0,2017-09-24,,,2017-09-24T13:35:45,70.0
Chin Up,3,10,37.5,2017-09-24,,,2017-09-24T13:35:45,55.0
Hammer Curl (Dumbbell ),2,13,70.0,2017-09-24,,,2017-09-24T13:35:45,80.0
Seated Cable Row (close Grip),2,10,190.0,2017-09-24,,,2017-09-24T13:35:45,190.0
Incline Bench Press (Barbell),2,8,235.0,2017-10-03,,,2017-10-03T20:21:54,240.0
Seated Shoulder  Press (Barbell),1,10,190.0,2017-10-03,,,2017-10-03T20:21:54,230.0
Bicep Curl (Barbell),3,12,70.0,2017-10-04,,,2017-10-04T19:13:58,80.0
Chin Up,3,10,55.0,2017-10-04,,,2017-10-04T19:13:58,35.0
Hammer Curl (Dumbbell ),3,12,80.0,2017-10-04,,,2017-10-04T19:13:58,70.0
Seated Cable Row (close Grip),2,10,190.0,2017-10-04,,,2017-10-04T19:13:58,120.0
Good Morning (Barbell),2,11,115.0,2017-10-05,,,2017-10-05T19:09:24,115.0
Squat (Barbell),2,5,330.0,2017-10-05,,,2017-10-05T19:09:24,335.0
Bench Press (Barbell),1,5,260.0,2017-10-07,,,2017-10-07T12:57:09,265.0
Lateral Raise (Dumbbells),2,15,40.0,2017-10-07,,,2017-10-07T12:57:09,40.0
Seated Shoulder  Press (Barbell),2,8,230.0,2017-10-07,,,2017-10-07T12:57:09,230.0
Bent Over Row (Dumbbell),2,10,100.0,2017-10-08,,,2017-10-08T13:12:58,160.0
Bicep Curl (Barbell),1,12,80.0,2017-10-08,,,2017-10-08T13:12:58,90.0
Chin Up,4,9,35.0,2017-10-08,,,2017-10-08T13:12:58,60.0
Hammer seated row (CLOSE GRIP),3,15,230.0,2017-10-08,,,2017-10-08T13:12:58,240.0
Good Morning (Barbell),2,11,115.0,2017-10-10,,,2017-10-10T19:18:13,125.0
Leg curl,2,15,120.0,2017-10-10,,,2017-10-10T19:18:13,130.0
Leg outward fly,3,15,150.0,2017-10-10,,,2017-10-10T19:18:13,140.0
Squat (Barbell),2,6,335.0,2017-10-10,,,2017-10-10T19:18:13,235.0
Bench Press (Barbell),2,6,265.0,2017-10-11,,,2017-10-11T21:26:28,280.0
Lateral Raise (Dumbbells),1,15,40.0,2017-10-11,,,2017-10-11T21:26:28,50.0
Seated Shoulder  Press (Barbell),2,8,230.0,2017-10-11,,,2017-10-11T21:26:28,235.0
Tricep pushdown,2,20,140.0,2017-10-11,,,2017-10-11T21:26:28,140.0
Bicep Curl (Barbell),2,12,90.0,2017-10-12,,,2017-10-12T21:59:19,95.0
Chin Up,3,7,60.0,2017-10-12,,,2017-10-12T21:59:19,62.5
Hammer Curl (Dumbbell ),1,15,70.0,2017-10-12,,,2017-10-12T21:59:19,50.0
Hammer seated row (CLOSE GRIP),2,9,240.0,2017-10-12,,,2017-10-12T21:59:19,240.0
Rear delt fly,1,10,110.0,2017-10-12,,,2017-10-12T21:59:19,80.0
Leg curl,1,12,130.0,2017-10-14,,,2017-10-14T10:28:15,130.0
